,corn,olives,mushrooms,spinach,pineapple,artichoke,chilli,pepper,onion,mozzarella,egg,pepperoni,beef,chicken,bacon,vegan,vegetarian,meaty
364,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,True
365,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True
366,False,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True
367,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True
368,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
369,False,False,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True
370,False,False,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True
371,False,False,False,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True
372,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False
373,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True
374,True,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True
375,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,False,True
376,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,True
377,False,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False,False,True
378,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True
379,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
380,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
381,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
382,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True
383,False,False,True,False,False,False,True,True,False,True,True,True,False,True,True,False,False,True
384,False,True,True,True,False,False,False,False,False,True,True,False,True,True,True,False,False,True
385,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
386,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,True
387,False,False,False,True,False,True,False,False,True,True,True,True,True,False,False,False,False,True
388,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True
389,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,True
390,False,False,False,False,True,False,True,False,True,True,False,True,True,False,True,False,False,True
391,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True
392,True,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True
393,False,True,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True
394,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True
395,False,False,False,True,False,False,True,False,True,False,True,True,True,True,False,False,False,True
396,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True
397,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
398,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True
399,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
400,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,False,False,True
401,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True
402,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False,True
403,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,False,False,True
404,False,False,True,False,False,True,True,False,False,True,True,True,True,True,False,False,False,True
405,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,True
406,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False
407,True,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True
408,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True
409,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False,True
410,False,False,True,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True
411,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
412,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True
413,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,True
414,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False
415,False,False,False,True,False,False,True,False,True,True,False,True,True,False,False,False,False,True
416,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True
417,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,True
418,False,False,False,True,True,True,False,False,False,False,True,True,True,False,True,False,False,True
419,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
420,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True
421,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
422,False,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True
423,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True
424,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
425,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True
426,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True
427,False,False,True,True,False,False,False,False,True,True,True,True,False,False,True,False,False,True
